text,label
truly empathize feeling failure discontent would challenge focus energy order gear next cycle,0
feel comfortable trying say,1
im turned easy yummy made feel clever able make sandwich soup leftover like mum,1
awesome workout feeling amazing,1
wanted feel like could depend put ur care dare say tender hand thing hold dear u like winter never seen land became cold,2
even think type person could feel homesick,0
grabbed collar pulled passionate tonguey kiss feeling long member slide waiting as cheek pulsed frantic bud clit,4
knew feeling ignored,0
feel place posting since feel hesitant join aa full force could use insight people inside,4
feel isolated stay home mum shona story note athe negative feel isolated stay home mum,0
diabetes clinical depression put right record abstinence alcohol eight year feel calm listened specialist,1
really feel cute wear,1
feel neglectful lot responding comment,0
feeling pretty sad look like wont able plant tomato garden year,0
im sitting couch thinking miserable feel indulging much delicious food,1
feel idiotic letting call u best friend,0
feel much alarmed prospect seeing general jackson president,4
either feel like crap day try make rest day exhausted,0
feeling thankful relieved,1
feeling quite anxious,4
feel really shy feeling talked felt happened trip really nervous appreciate effort say way,4
feel slightly weepy milestone lot happy,0
seem remember feeling contented,1
ive basically cold calling company little success ive feeling depressed getting discouraged,0
fucking sick funny head feel like going explode sinus aching stomach feeling sloshy im sure thats good,0
ive resting feeling generally unpleasant queasy frustrating background way dont feel right cant place exact cause,0
feeling jealous remind story keep path better living,3
feel honoured allowed write story,1
achieved deepening realization need plan ahead feel satisfied avoid making silly food choice,1
ive as handed murt im starting feel fucked little,3
feel extremely discontent right,0
realized total idiot forgot clarinet choir making feel even idiotic stupid already,0
ive feeling homesick several month probably since christmas,0
stropped bit feeling grumpy missing,3
never happy thing feel ungrateful,0
wanna know feel pretty every guy love,1
feel completely inadequate unable express word,0
like shirt achieve instill sense making customer feel valued person comment sincere,1
disinterested read leave feeling inadequate,0
feel like treasured prize,2
kept staring quivering flower feeling like violent flower time lapse photography flower shivering vigorous growth accelerated flickering sun racing sky heralding end relationship even started,3
feel devastated young man,0
thought lot weekend watched fault star two kid cancer made feel really weird anxious,5
really feel beaten u breastfeed,0
feeling fairly contented,1
guess sometimes arent aware true feeling playful kiss expose,1
ive long road initially feeling like rude turning food made brought sometimes eating stuff gluten free looked delicious even maybe wasnt felt good eating really mediocre wedding cake example,3
sitting typing wondering belong feeling distracted feeling comfortable feeling misunderstood hurt,3
feel burdened expectation,0
still feeling weird day,4
im feeling indecisive,4
probably saddled guilt feeling like thing instead pissing highly unimportant thing,0
feel bad calling mere book story six individual story nestled together,0
also given several shiny present friend really rather cool actually prefer late birthday present early one extends period feeling beloved significant segment sundry unexpected,1
feeling nostalgic anything,2
might able recreate feeling get back cold fog awaits tomorrow night,3
spend energy making world live better place everything power kick people feel superior others dont challenge,1
feel faithful point,1
feel reminder im taking care something precious need treat better,1
